,SMILES,Experimental LogP,Predicted LogP,Deviation
123,NC1=C2C(=O)c3ccccc3C(=O)C2=C(N)CC1,-0.58,0.43,-1.01
124,CC(C)(C)c1onc(OCP(=O)(O)O)c1C[C@H](N)C(=O)O,-1.1,-0.63,-0.47
125,COc1ccc2nc(Nc3nc(-c4ccncc4)cs3)sc2c1,4.24,4.09,0.15
126,NS(=O)(=O)c1ccc(CCNCc2ccc(-c3cccc(Cl)c3)o2)cc1,3.23,3.24,-0.01
127,Cc1ccc(/C=C2\CNC/C(=C\c3ccc(C)cc3)C2=O)cc1,4.93,4.35,0.58
128,Cc1c(N2C(=O)c3cccc4cccc(c34)C2=O)c(=O)n(-c2ccccc2)n1C,2.87,3.82,-0.95
129,Oc1cccc2cnccc12,1.44,1.09,0.35
130,CC(C)(O)CC[C@@H](O)[C@@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.61,0.58,0.03
131,CN1C[C@@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,1.52,1.72,-0.2
132,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,2.01,1.76,0.25
133,COCc1nnc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1,0.81,0.98,-0.17
134,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,4.34,4.55,-0.21
135,COc1ccccc1/C=C/C(=O)/C=C/c1ccccc1O,4.36,4.06,0.3
136,Cc1nc2scc(C)n2c(=O)c1S(=O)(=O)N1CCN(c2ccccn2)CC1,1.52,1.69,-0.17
137,Cc1ccc(O)c(NC(=O)c2nc3nc(C)cc(C(F)F)n3n2)c1,2.68,3.16,-0.48
138,OCCOCCNc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,3.37,2.85,0.52
139,O=C(CCCN1C(=O)c2cccc3cccc(c23)C1=O)N1CCN(c2ccccc2)CC1,3.29,3.54,-0.25
140,Cc1cccc(Nc2ncccc2C(=O)O)c1C,3.28,3.22,0.06
141,CS(=O)(=O)c1ccc(Sc2nc3ccccc3s2)c([N+](=O)[O-])c1,3.77,3.42,0.35
142,C1CCC(NC2=NCCO2)CC1,1.75,1.55,0.2
143,O=C(Nc1ccc(F)cc1)N1CCCCCC1,2.76,2.48,0.28
144,CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,-0.4,0.5,-0.9
145,O=C(O)c1cc2cccc([N+](=O)[O-])c2[nH]1,1.59,1.63,-0.04
146,Cc1c(CCO)c(=O)n2n1CCCC2,-0.63,-0.1,-0.53
147,CCOC(=O)c1nc(Nc2ccc(C(=O)OC(C)C)cc2)c2ccccc2n1,4.88,4.82,0.06
148,Cc1cc(NC(=O)c2ccccc2)c(Cl)cc1N,3.35,3.32,0.03
149,COc1ccc(OC)c2sc(NC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)nc12,3.03,2.95,0.08
150,CCOc1cc(C)c(C(C)C)cc1S(=O)(=O)NCc1ccccn1,3.35,3.17,0.18
151,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,5.96,6.02,-0.06
152,COc1cc2c(c(OC)c1O)C(=O)CO2,0.46,0.6,-0.14
153,c1ccc(OCCSc2nc3ccccc3[nH]2)cc1,3.96,3.77,0.19
154,CCOC(=O)c1c(C)c(C(=O)OCC)n(C)c1C,2.63,2.27,0.36
155,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1,3.32,3.19,0.13
156,Cc1cnc2cc(Cl)ccc2c1SCC(=O)O,2.37,2.84,-0.47
157,O=C(Nc1ccc2c(c1)OCO2)C(=O)c1c[nH]c2ccccc12,2.65,2.47,0.18
158,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,3.12,3.01,0.11
159,CN(CO)c1nc(N(C)CO)nc(N(C)CO)n1,0.48,-1.85,2.33
160,Cc1n[nH]c(C)c1Sc1ccccc1[N+](=O)[O-],2.74,2.83,-0.09
161,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,3.66,3.27,0.39
162,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,4.29,3.95,0.34
163,FC(F)(F)c1nnc2c(Sc3ccccc3)nc3ccc(Cl)cc3n12,4.63,4.71,-0.08
164,CCCn1c(=O)c2c(ncn2C)n(CCC)c1=O,1.21,1.16,0.05
165,Cn1c(NC(=O)c2ccc(Cl)cc2)cc(=O)n(C)c1=O,1.37,1.76,-0.39
166,CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,-0.59,-0.63,0.04
167,CCOc1ccc(-c2nnc(SCC(=O)N3CCCC3)o2)cc1,1.7,2.07,-0.37
168,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1ccc(Cl)cc1,3.66,3.12,0.54
169,CC(C)(C)C1CCC2(CC1)CCN(CCCN1CCOCC1)CC2,3.68,4.2,-0.52
170,O=C(Nc1ccc2c(c1)OCO2)c1noc2c1CCCCC2,3.1,2.23,0.87
171,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(C)(=O)=O)CC1,0.79,1.3,-0.51
172,Nc1ccc(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,3.99,3.86,0.13
173,CN1CCN(C(=O)c2ccc(-c3ccc(Br)cc3)o2)CC1,2.51,2.92,-0.41
174,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1,4.11,3.83,0.28
175,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,3.24,4.05,-0.81
176,Oc1ccnc(Nc2ccc(Cl)cc2)n1,3.06,3.08,-0.02
177,Cc1cccn2cc(-c3cccc(S(=O)(=O)N4CCOCC4)c3)nc12,2.14,1.7,0.44
178,O=C(Cn1cnc2c(nnn2Cc2ccc(F)cc2)c1=O)N1CCCc2ccccc21,2.6,2.77,-0.17
179,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O,3.08,2.91,0.17
180,Cn1cnc([N+](=O)[O-])c1Sc1nc[nH]n1,1.19,0.19,1.0
181,O[C@H]1CCN2Cc3ccccc3N=C12,0.66,1.31,-0.65
182,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.73,3.38,0.35
183,Cc1cc(C)n2nc(SCC(=O)Nc3ccc(F)cc3)nc2n1,2.59,2.98,-0.39
184,CCN1C(=O)CN(C(=O)CC(C)C)CC12CCOCC2,0.04,0.97,-0.93
185,C#CCN[C@@H]1CCc2ccccc21,2.3,2.67,-0.37
186,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,4.7,4.67,0.03
187,O=C(c1cncc(Br)c1)N1CCN(Cc2ccsc2)CC1,2.17,2.13,0.04
188,CCOP(=O)(Nc1ccc(C)cn1)OCC,1.65,1.89,-0.24
189,COc1ccc(C(=O)CN(Cc2ccccc2)C2=NCCS2)cc1,3.54,3.55,-0.01
190,CN1CC[C@]2(CCN3CCc4c(oc5ccccc45)[C@@H]3C2)N(C)C1=O,1.27,1.61,-0.34
191,CCCCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,4.52,4.31,0.21
192,CCOC(=O)c1c(C)nn(Cc2cccc(Cl)c2)c1N,3.13,2.85,0.28
193,c1cncc(-c2nc3ccccc3s2)c1,2.92,3.27,-0.35
194,CSc1ccc(-c2nc3cnccn3c2Nc2ccc3c(c2)OCO3)cc1,3.36,3.99,-0.63
195,COc1ccc(NC(=O)c2csc3c2CCCC3)cc1,4.27,3.65,0.62
196,COc1ccc(C(=O)OCCN2CCN(C3=NS(=O)(=O)c4ccccc43)CC2)cc1OC,1.94,1.63,0.31
197,CCOc1cc(Cl)c(S(=O)(=O)NCc2ccccn2)cc1Cl,2.8,2.74,0.06
198,CN1[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0.89,0.75,0.14
199,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,2.45,2.77,-0.32
200,CN(C)S(=O)(=O)Nc1ccccn1,-0.29,0.42,-0.71
201,C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2C(C)C,4.87,5.76,-0.89
202,Cn1cnnc1SCC(=O)Nc1ccc(F)cc1,1.17,1.61,-0.44
203,O=C(O)c1ccc2c(c1Sc1ccccc1)C(=O)c1ccccc1C2=O,4.77,4.64,0.13
204,CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1,3.43,3.16,0.27
205,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1,4.05,4.2,-0.15
206,CCCCN1CN=C(Nc2nc(C)c3ccccc3n2)NC1,3.1,2.96,0.14
207,COc1ccc(-c2nc3nc(C)cc(C)n3c2Nc2c(C)cccc2C)cc1,4.57,5.68,-1.11
208,CSc1nc2ccc(NC(=O)c3cccs3)cc2s1,4.43,3.91,0.52
209,CCOC(=O)N1CCN(C(=O)CSc2nc(-c3cccc(C)c3)ns2)CC1,3.34,3.45,-0.11
210,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,-0.43,0.6,-1.03
211,O=C1/C(=C/c2ccc(Cl)c(Cl)c2)CN(C(=O)CCN2CCOCC2)C/C1=C\c1ccc(Cl)c(Cl)c1,5.84,5.33,0.51
212,CCCN(CCC)S(=O)(=O)c1ccc(Cl)c(OC)c1,3.23,2.65,0.58
213,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,3.45,3.68,-0.23
214,O=C(NCCc1csc(-c2ccc(F)cc2)n1)c1cccs1,3.83,3.76,0.07
215,Cc1ccn2c(Nc3ccc4c(c3)OCO4)c(-c3ccc(Cl)cc3)nc2c1,5.06,4.93,0.13
216,Clc1nc(Oc2ccccc2)nc(-c2cn(-c3ccccc3)c3ccccc23)n1,7.1,5.69,1.41
217,O=C1COc2c1ccc(O)c2O,0.47,0.76,-0.29
218,Cc1nnc(SCC(=O)c2ccc3c(c2)OCCO3)s1,1.62,2.42,-0.8
219,CCOC(=O)Cn1nc2oc(=O)c(CCN3CCN(c4ccccc4OC)CC3)c(C)c2c1C,2.98,2.85,0.13
220,CC(=O)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1,3.06,3.58,-0.52
221,c1ccc(-c2nnc(-c3ccncc3)o2)cc1,1.79,2.16,-0.37
222,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,1.59,1.98,-0.39
223,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,2.85,3.46,-0.61
224,Oc1ccc(Cc2ccccc2Cl)c(O)c1,4.06,3.64,0.42
225,O=C1C=C(NCCc2ccccc2)c2ccccc2C1=O,3.26,2.91,0.35
226,CCOc1ccc(NC(=O)c2c(Cl)ccc(Cl)c2OC)cc1,4.31,4.4,-0.09
227,O=C(O)CSc1nnc(-c2ccc(Cl)cc2Cl)n1Cc1ccccc1,4.55,3.83,0.72
228,CCOC(Cn1c(-c2ccc(OC)cc2)nc2ccccc21)OCC,4.3,3.77,0.53
229,O=C(O)/C(=C/c1ccccc1)c1ccccc1,3.8,3.48,0.32
230,CCc1cccc(C)c1Nc1c(-c2ccc(N3CCOCC3)cc2)nc2ncccn12,4.73,5.35,-0.62
231,CCCN1CCC[C@H](c2cccc(O)c2)C1,2.67,2.96,-0.29
232,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21,1.3,1.48,-0.18
233,Cc1ccc(N2C(=O)c3ccc(C(=O)N4CCN(c5ccccc5F)CC4)cc3C2=O)cc1,4.27,4.28,-0.01
234,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,3.0,3.61,-0.61
235,NC=C1C(=O)N(c2ccccc2)C(=O)N(c2ccccc2)C1=O,1.72,2.26,-0.54
236,CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1Br,4.77,4.81,-0.04
237,O=C1Oc2ccccc2C(=O)/C1=C1/C=C(c2ccccc2)SS1,3.82,4.61,-0.79
238,Clc1ccc(-c2csc(N3CCOCC3)n2)c(Cl)c1,4.45,4.4,0.05
239,CC(=N)NCc1cccc(CN)c1,0.17,0.56,-0.39
240,c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,3.02,2.99,0.03
241,Cc1cc(NC(=O)c2ccccc2)cc(C)c1O,3.79,3.45,0.34
242,Cc1nc(O)nc(O)c1S(=O)(=O)N1CCCC1,0.31,0.8,-0.49
243,O=C(O)c1cc2cc(Cl)ccc2[nH]1,2.25,2.24,0.01
244,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-1.18,-1.23,0.05
245,C/C=C1/[C@H]2C=C(C)C[C@]1(N)c1ccc(O)nc1C2,2.02,1.83,0.19
246,Cc1ccc(C)c(C(=O)CCC(=O)O)c1,2.38,2.09,0.29
247,NC1=C(Br)C(=O)c2ncccc2C1=O,0.06,0.69,-0.63
248,CN(C)c1cccc(/C=C(\C#N)c2ccccc2)c1,4.14,3.82,0.32
249,COc1ccc(CCNC(=O)c2ccco2)cc1OC,1.81,1.58,0.23
250,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,3.62,2.7,0.92
251,COc1cc(Cl)c(CC(=O)c2c[nH]c3ccccc23)cc1OC,3.75,3.76,-0.01
252,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,5.61,5.34,0.27
