CompoundID,ChemOntID,ClassifiedResults
Q10034626-2,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034626-2,CHEMONTID:0004603,Superclass: Organic oxygen compounds
Q10034626-2,CHEMONTID:0000323,Class: Organooxygen compounds
Q10034626-2,CHEMONTID:0001831,Subclass: Carbonyl compounds
Q10034626-2,CHEMONTID:0000118,Intermediate_nodes: Ketones
Q10034626-2,CHEMONTID:0003670,Intermediate_nodes: Aryl ketones
Q10034626-2,CHEMONTID:0004296,Intermediate_nodes: Phenylketones
Q10034626-2,CHEMONTID:0004297,Direct_parent: Aryl-phenylketones
Q10034626-2,CHEMONTID:0000321,alternative_parents: Benzoyl derivatives
Q10034626-2,CHEMONTID:0000346,alternative_parents: Dicarboxylic acids and derivatives
Q10034626-2,CHEMONTID:0003416,alternative_parents: Methyl esters
Q10034626-2,CHEMONTID:0000081,alternative_parents: Isoxazoles
Q10034626-2,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034626-2,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
Q10034626-2,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034626-2,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034626-2,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034626-2,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034626-2,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034626-2,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034626-2,NotAvailable,"Substituents: [""Aryl-phenylketone"", ""Benzoyl"", ""Monocyclic benzene moiety"", ""Dicarboxylic acid or derivatives"", ""Benzenoid"", ""Azole"", ""Heteroaromatic compound"", ""Isoxazole"", ""Methyl ester"", ""Carboxylic acid ester"", ""Azacycle"", ""Oxacycle"", ""Carboxylic acid derivative"", ""Organoheterocyclic compound"", ""Organonitrogen compound"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Organopnictogen compound"", ""Organic nitrogen compound"", ""Aromatic heteromonocyclic compound""]"
Q10034626-2,NotAvailable,External_descriptors: []
Q10034626-2,NotAvailable,"Ancestors: [""Aryl ketones"", ""Aryl-phenylketones"", ""Azacyclic compounds"", ""Azoles"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzoyl derivatives"", ""Carbonyl compounds"", ""Carboxylic acid derivatives"", ""Carboxylic acid esters"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Dicarboxylic acids and derivatives"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Isoxazoles"", ""Ketones"", ""Methyl esters"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Phenylketones""]"
Q10034626-2,NotAvailable,"predicted_chebi_terms: [""carbonyl compound (CHEBI:36586)"", ""dicarboxylic acid (CHEBI:35692)"", ""carboxylic ester (CHEBI:33308)"", ""isoxazoles (CHEBI:55373)"", ""organic aromatic compound (CHEBI:33659)"", ""oxacycle (CHEBI:38104)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""aromatic ketone (CHEBI:76224)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""organooxygen compound (CHEBI:36963)"", ""organic heterocyclic compound (CHEBI:24532)"", ""azole (CHEBI:68452)"", ""nitrogen molecular entity (CHEBI:51143)"", ""oxygen molecular entity (CHEBI:25806)"", ""ketone (CHEBI:17087)""]"
Q10034626-2,NotAvailable,"predicted_lipidmaps_terms: [""Dicarboxylic acids (FA0117)""]"
Q10034626-2,NotAvailable,Classification_version: 2.1
Q10034626-3,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034626-3,CHEMONTID:0002448,Superclass: Benzenoids
Q10034626-3,CHEMONTID:0002279,Class: Benzene and substituted derivatives
Q10034626-3,CHEMONTID:0000031,Subclass: Benzenesulfonamides
Q10034626-3,CHEMONTID:0000031,Direct_parent: Benzenesulfonamides
Q10034626-3,CHEMONTID:0004233,alternative_parents: Benzenesulfonyl compounds
Q10034626-3,CHEMONTID:0004742,alternative_parents: Phenoxy compounds
Q10034626-3,CHEMONTID:0000138,alternative_parents: Anisoles
Q10034626-3,CHEMONTID:0004113,alternative_parents: Methoxybenzenes
Q10034626-3,CHEMONTID:0002564,alternative_parents: Dichlorobenzenes
Q10034626-3,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
Q10034626-3,CHEMONTID:0000089,alternative_parents: Pyridines and derivatives
Q10034626-3,CHEMONTID:0001585,alternative_parents: Organosulfonamides
Q10034626-3,CHEMONTID:0001030,alternative_parents: Aryl chlorides
Q10034626-3,CHEMONTID:0003137,alternative_parents: Aminosulfonyl compounds
Q10034626-3,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034626-3,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034626-3,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034626-3,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034626-3,CHEMONTID:0001516,alternative_parents: Organochlorides
Q10034626-3,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034626-3,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034626-3,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034626-3,NotAvailable,"Substituents: [""Benzenesulfonamide"", ""Benzenesulfonyl group"", ""Phenol ether"", ""1,2-dichlorobenzene"", ""Methoxybenzene"", ""Phenoxy compound"", ""Anisole"", ""Chlorobenzene"", ""Halobenzene"", ""Alkyl aryl ether"", ""Pyridine"", ""Organosulfonic acid amide"", ""Aryl halide"", ""Aryl chloride"", ""Heteroaromatic compound"", ""Aminosulfonyl compound"", ""Sulfonyl"", ""Organic sulfonic acid or derivatives"", ""Organosulfonic acid or derivatives"", ""Azacycle"", ""Organoheterocyclic compound"", ""Ether"", ""Organohalogen compound"", ""Organosulfur compound"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Organopnictogen compound"", ""Organochloride"", ""Organonitrogen compound"", ""Organooxygen compound"", ""Aromatic heteromonocyclic compound""]"
Q10034626-3,NotAvailable,External_descriptors: []
Q10034626-3,NotAvailable,"Ancestors: [""Alkyl aryl ethers"", ""Aminosulfonyl compounds"", ""Anisoles"", ""Aryl chlorides"", ""Aryl halides"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenesulfonamides"", ""Benzenesulfonyl compounds"", ""Benzenoids"", ""Chemical entities"", ""Chlorobenzenes"", ""Dichlorobenzenes"", ""Ethers"", ""Halobenzenes"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Methoxybenzenes"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organic sulfonic acids and derivatives"", ""Organochlorides"", ""Organohalogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Organosulfonamides"", ""Organosulfonic acids and derivatives"", ""Organosulfur compounds"", ""Phenol ethers"", ""Phenoxy compounds"", ""Pyridines and derivatives"", ""Sulfonyls""]"
Q10034626-3,NotAvailable,"predicted_chebi_terms: [""benzenes (CHEBI:22712)"", ""organosulfur compound (CHEBI:33261)"", ""methoxybenzene (CHEBI:51683)"", ""dichlorobenzene (CHEBI:23697)"", ""aromatic ether (CHEBI:35618)"", ""pyridines (CHEBI:26421)"", ""sulfonamide (CHEBI:35358)"", ""organochlorine compound (CHEBI:36683)"", ""organonitrogen compound (CHEBI:35352)"", ""organic aromatic compound (CHEBI:33659)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organic molecule (CHEBI:72695)"", ""organic oxide (CHEBI:25701)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""organohalogen compound (CHEBI:36684)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""ether (CHEBI:25698)"", ""organic heterocyclic compound (CHEBI:24532)"", ""sulfonic acid derivative (CHEBI:33552)"", ""haloarene (CHEBI:50887)"", ""sulfone (CHEBI:35850)"", ""nitrogen molecular entity (CHEBI:51143)""]"
Q10034626-3,NotAvailable,predicted_lipidmaps_terms: []
Q10034626-3,NotAvailable,Classification_version: 2.1
Q10034626-4,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034626-4,CHEMONTID:0002448,Superclass: Benzenoids
Q10034626-4,CHEMONTID:0002279,Class: Benzene and substituted derivatives
Q10034626-4,CHEMONTID:0000031,Subclass: Benzenesulfonamides
Q10034626-4,CHEMONTID:0000031,Direct_parent: Benzenesulfonamides
Q10034626-4,CHEMONTID:0004233,alternative_parents: Benzenesulfonyl compounds
Q10034626-4,CHEMONTID:0000089,alternative_parents: Pyridines and derivatives
Q10034626-4,CHEMONTID:0001585,alternative_parents: Organosulfonamides
Q10034626-4,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034626-4,CHEMONTID:0003137,alternative_parents: Aminosulfonyl compounds
Q10034626-4,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034626-4,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034626-4,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034626-4,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034626-4,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034626-4,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034626-4,NotAvailable,"Substituents: [""Benzenesulfonamide"", ""Benzenesulfonyl group"", ""Pyridine"", ""Organosulfonic acid amide"", ""Organic sulfonic acid or derivatives"", ""Organosulfonic acid or derivatives"", ""Sulfonyl"", ""Aminosulfonyl compound"", ""Heteroaromatic compound"", ""Organoheterocyclic compound"", ""Azacycle"", ""Organosulfur compound"", ""Organonitrogen compound"", ""Organopnictogen compound"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Aromatic heteromonocyclic compound""]"
Q10034626-4,NotAvailable,External_descriptors: []
Q10034626-4,NotAvailable,"Ancestors: [""Aminosulfonyl compounds"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenesulfonamides"", ""Benzenesulfonyl compounds"", ""Benzenoids"", ""Chemical entities"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organic sulfonic acids and derivatives"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organopnictogen compounds"", ""Organosulfonamides"", ""Organosulfonic acids and derivatives"", ""Organosulfur compounds"", ""Pyridines and derivatives"", ""Sulfonyls""]"
Q10034626-4,NotAvailable,"predicted_chebi_terms: [""benzenes (CHEBI:22712)"", ""organosulfur compound (CHEBI:33261)"", ""pyridines (CHEBI:26421)"", ""sulfonamide (CHEBI:35358)"", ""organic aromatic compound (CHEBI:33659)"", ""organonitrogen compound (CHEBI:35352)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""organic heterocyclic compound (CHEBI:24532)"", ""organooxygen compound (CHEBI:36963)"", ""sulfonic acid derivative (CHEBI:33552)"", ""sulfone (CHEBI:35850)"", ""nitrogen molecular entity (CHEBI:51143)"", ""oxygen molecular entity (CHEBI:25806)""]"
Q10034626-4,NotAvailable,predicted_lipidmaps_terms: []
Q10034626-4,NotAvailable,Classification_version: 2.1
Q10034626-5,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034626-5,CHEMONTID:0002448,Superclass: Benzenoids
Q10034626-5,CHEMONTID:0002279,Class: Benzene and substituted derivatives
Q10034626-5,CHEMONTID:0000031,Subclass: Benzenesulfonamides
Q10034626-5,CHEMONTID:0000031,Direct_parent: Benzenesulfonamides
Q10034626-5,CHEMONTID:0000036,alternative_parents: Nitrobenzenes
Q10034626-5,CHEMONTID:0000211,alternative_parents: Indoles and derivatives
Q10034626-5,CHEMONTID:0004233,alternative_parents: Benzenesulfonyl compounds
Q10034626-5,CHEMONTID:0004612,alternative_parents: Nitroaromatic compounds
Q10034626-5,CHEMONTID:0001585,alternative_parents: Organosulfonamides
Q10034626-5,CHEMONTID:0001157,alternative_parents: Sulfonyls
Q10034626-5,CHEMONTID:0003633,"alternative_parents: Propargyl-type 1,3-dipolar organic compounds"
Q10034626-5,CHEMONTID:0001508,alternative_parents: Organic oxoazanium compounds
Q10034626-5,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034626-5,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034626-5,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034626-5,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034626-5,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034626-5,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034626-5,NotAvailable,"Substituents: [""Benzenesulfonamide"", ""Indole or derivatives"", ""Nitrobenzene"", ""Benzenesulfonyl group"", ""Nitroaromatic compound"", ""Organosulfonic acid amide"", ""Organic sulfonic acid or derivatives"", ""Organosulfonic acid or derivatives"", ""Sulfonyl"", ""C-nitro compound"", ""Organic nitro compound"", ""Propargyl-type 1,3-dipolar organic compound"", ""Allyl-type 1,3-dipolar organic compound"", ""Organic oxoazanium"", ""Azacycle"", ""Organic 1,3-dipolar compound"", ""Organoheterocyclic compound"", ""Organic nitrogen compound"", ""Organosulfur compound"", ""Organonitrogen compound"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Organopnictogen compound"", ""Organic oxygen compound"", ""Aromatic heteropolycyclic compound""]"
Q10034626-5,NotAvailable,External_descriptors: []
Q10034626-5,NotAvailable,"Ancestors: [""Allyl-type 1,3-dipolar organic compounds"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenesulfonamides"", ""Benzenesulfonyl compounds"", ""Benzenoids"", ""C-nitro compounds"", ""Chemical entities"", ""Hydrocarbon derivatives"", ""Indoles and derivatives"", ""Nitroaromatic compounds"", ""Nitrobenzenes"", ""Organic 1,3-dipolar compounds"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitro compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxoazanium compounds"", ""Organic oxygen compounds"", ""Organic sulfonic acids and derivatives"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organopnictogen compounds"", ""Organosulfonamides"", ""Organosulfonic acids and derivatives"", ""Organosulfur compounds"", ""Propargyl-type 1,3-dipolar organic compounds"", ""Sulfonyls""]"
Q10034626-5,NotAvailable,"predicted_chebi_terms: [""nitrobenzenes (CHEBI:48109)"", ""indoles (CHEBI:24828)"", ""benzenes (CHEBI:22712)"", ""organosulfur compound (CHEBI:33261)"", ""aromatic compound (CHEBI:33655)"", ""sulfonamide (CHEBI:35358)"", ""sulfone (CHEBI:35850)"", ""dipolar compound (CHEBI:51151)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organooxygen compound (CHEBI:36963)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""organic heterocyclic compound (CHEBI:24532)"", ""nitro compound (CHEBI:35715)"", ""sulfonic acid derivative (CHEBI:33552)"", ""oxygen molecular entity (CHEBI:25806)""]"
Q10034626-5,NotAvailable,predicted_lipidmaps_terms: []
Q10034626-5,NotAvailable,Classification_version: 2.1
Q10034626-6,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034626-6,CHEMONTID:0002448,Superclass: Benzenoids
Q10034626-6,CHEMONTID:0000023,Class: Naphthalenes
Q10034626-6,CHEMONTID:0003597,Subclass: Naphthalene sulfonic acids and derivatives
Q10034626-6,CHEMONTID:0003599,Direct_parent: 2-naphthalene sulfonic acids and derivatives
Q10034626-6,CHEMONTID:0003596,alternative_parents: 2-naphthalene sulfonamides
Q10034626-6,CHEMONTID:0004298,alternative_parents: Alkyl-phenylketones
Q10034626-6,CHEMONTID:0000038,alternative_parents: Sulfanilides
Q10034626-6,CHEMONTID:0000119,alternative_parents: Acetophenones
Q10034626-6,CHEMONTID:0000321,alternative_parents: Benzoyl derivatives
Q10034626-6,CHEMONTID:0003671,alternative_parents: Aryl alkyl ketones
Q10034626-6,CHEMONTID:0001585,alternative_parents: Organosulfonamides
Q10034626-6,CHEMONTID:0003137,alternative_parents: Aminosulfonyl compounds
Q10034626-6,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034626-6,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034626-6,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034626-6,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034626-6,NotAvailable,mMlecular_framework: Aromatic homopolycyclic compounds
Q10034626-6,NotAvailable,"Substituents: [""2-naphthalene sulfonamide"", ""Naphthalene sulfonamide"", ""2-naphthalene sulfonic acid or derivatives"", ""Alkyl-phenylketone"", ""Sulfanilide"", ""Acetophenone"", ""Phenylketone"", ""Benzoyl"", ""Aryl ketone"", ""Aryl alkyl ketone"", ""Monocyclic benzene moiety"", ""Organosulfonic acid amide"", ""Organic sulfonic acid or derivatives"", ""Aminosulfonyl compound"", ""Sulfonyl"", ""Organosulfonic acid or derivatives"", ""Ketone"", ""Organic nitrogen compound"", ""Hydrocarbon derivative"", ""Organosulfur compound"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic oxide"", ""Organopnictogen compound"", ""Organic oxygen compound"", ""Aromatic homopolycyclic compound""]"
Q10034626-6,NotAvailable,External_descriptors: []
Q10034626-6,NotAvailable,"Ancestors: [""2-naphthalene sulfonamides"", ""2-naphthalene sulfonic acids and derivatives"", ""Acetophenones"", ""Alkyl-phenylketones"", ""Aminosulfonyl compounds"", ""Aryl alkyl ketones"", ""Aryl ketones"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzoyl derivatives"", ""Carbonyl compounds"", ""Chemical entities"", ""Hydrocarbon derivatives"", ""Ketones"", ""Naphthalene sulfonamides"", ""Naphthalene sulfonic acids and derivatives"", ""Naphthalenes"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organic sulfonic acids and derivatives"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Organosulfonamides"", ""Organosulfonic acids and derivatives"", ""Organosulfur compounds"", ""Phenylketones"", ""Sulfanilides"", ""Sulfonyls""]"
Q10034626-6,NotAvailable,"predicted_chebi_terms: [""naphthalenes (CHEBI:25477)"", ""sulfonamide (CHEBI:35358)"", ""aromatic ketone (CHEBI:76224)"", ""acetophenones (CHEBI:22187)"", ""carbonyl compound (CHEBI:36586)"", ""organosulfur compound (CHEBI:33261)"", ""organonitrogen compound (CHEBI:35352)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""sulfonic acid derivative (CHEBI:33552)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""ketone (CHEBI:17087)"", ""benzenes (CHEBI:22712)"", ""sulfone (CHEBI:35850)"", ""nitrogen molecular entity (CHEBI:51143)""]"
Q10034626-6,NotAvailable,predicted_lipidmaps_terms: []
Q10034626-6,NotAvailable,Classification_version: 2.1
Q10034626-7,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034626-7,CHEMONTID:0000279,Superclass: Alkaloids and derivatives
Q10034626-7,CHEMONTID:0000381,Class: Aporphines
Q10034626-7,CHEMONTID:0000381,Direct_parent: Aporphines
Q10034626-7,CHEMONTID:0000025,alternative_parents: Phenanthrenes and derivatives
Q10034626-7,CHEMONTID:0001908,alternative_parents: Benzoquinolines
Q10034626-7,CHEMONTID:0002441,alternative_parents: Naphthols and derivatives
Q10034626-7,CHEMONTID:0002955,alternative_parents: Tetrahydroisoquinolines
Q10034626-7,CHEMONTID:0003899,alternative_parents: Aralkylamines
Q10034626-7,CHEMONTID:0004647,alternative_parents: 1-hydroxy-4-unsubstituted benzenoids
Q10034626-7,CHEMONTID:0004646,alternative_parents: 1-hydroxy-2-unsubstituted benzenoids
Q10034626-7,CHEMONTID:0002239,alternative_parents: Trialkylamines
Q10034626-7,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034626-7,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034626-7,CHEMONTID:0000323,alternative_parents: Organooxygen compounds
Q10034626-7,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034626-7,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034626-7,NotAvailable,"Substituents: [""Aporphine"", ""Benzoquinoline"", ""Phenanthrene"", ""2-naphthol"", ""1-naphthol"", ""Naphthalene"", ""Quinoline"", ""Tetrahydroisoquinoline"", ""1-hydroxy-2-unsubstituted benzenoid"", ""1-hydroxy-4-unsubstituted benzenoid"", ""Aralkylamine"", ""Benzenoid"", ""Tertiary aliphatic amine"", ""Tertiary amine"", ""Organoheterocyclic compound"", ""Azacycle"", ""Organic nitrogen compound"", ""Organopnictogen compound"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic oxygen compound"", ""Amine"", ""Hydrocarbon derivative"", ""Aromatic heteropolycyclic compound""]"
Q10034626-7,NotAvailable,External_descriptors: []
Q10034626-7,NotAvailable,"Ancestors: [""1-hydroxy-2-unsubstituted benzenoids"", ""1-hydroxy-4-unsubstituted benzenoids"", ""Alkaloids and derivatives"", ""Amines"", ""Aporphines"", ""Aralkylamines"", ""Azacyclic compounds"", ""Benzenoids"", ""Benzoquinolines"", ""Chemical entities"", ""Hydrocarbon derivatives"", ""Naphthalenes"", ""Naphthols and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Phenanthrenes and derivatives"", ""Phenols"", ""Quinolines and derivatives"", ""Tertiary amines"", ""Tetrahydroisoquinolines"", ""Trialkylamines""]"
