CompoundID,ChemOntID,ClassifiedResults
Q10034622-2,NotAvailable,"predicted_chebi_terms: [""piperazinecarboxylic acid (CHEBI:48683)"", ""dichlorobenzene (CHEBI:23697)"", ""N-alkylpyrrolidine (CHEBI:46775)"", ""organochlorine compound (CHEBI:36683)"", ""carboxamide (CHEBI:37622)"", ""carbamate ester (CHEBI:23003)"", ""tertiary amino compound (CHEBI:50996)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""carbonyl compound (CHEBI:36586)"", ""acetamides (CHEBI:22160)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""organic heteromonocyclic compound (CHEBI:25693)"", ""piperazines (CHEBI:26144)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""organohalogen compound (CHEBI:36684)"", ""pyrrolidines (CHEBI:38260)"", ""haloarene (CHEBI:50887)"", ""organic acid (CHEBI:64709)"", ""carboxylic acid (CHEBI:33575)"", ""organooxygen compound (CHEBI:36963)"", ""amide (CHEBI:32988)"", ""organonitrogen compound (CHEBI:35352)"", ""carbon oxoacid (CHEBI:35605)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic molecular entity (CHEBI:50860)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""oxygen molecular entity (CHEBI:25806)"", ""amino acid (CHEBI:33709)"", ""peptide (CHEBI:16670)""]"
Q10034622-2,NotAvailable,predicted_lipidmaps_terms: []
Q10034622-2,NotAvailable,Classification_version: 2.1
Q10034622-3,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034622-3,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034622-3,CHEMONTID:0002566,Class: Isoquinolines and derivatives
Q10034622-3,CHEMONTID:0002566,Direct_parent: Isoquinolines and derivatives
Q10034622-3,CHEMONTID:0004151,alternative_parents: Hydroxypyridines
Q10034622-3,CHEMONTID:0004647,alternative_parents: 1-hydroxy-4-unsubstituted benzenoids
Q10034622-3,CHEMONTID:0004646,alternative_parents: 1-hydroxy-2-unsubstituted benzenoids
Q10034622-3,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034622-3,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034622-3,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034622-3,CHEMONTID:0000323,alternative_parents: Organooxygen compounds
Q10034622-3,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034622-3,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034622-3,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034622-3,NotAvailable,"Substituents: [""Isoquinoline"", ""1-hydroxy-4-unsubstituted benzenoid"", ""1-hydroxy-2-unsubstituted benzenoid"", ""Hydroxypyridine"", ""Benzenoid"", ""Pyridine"", ""Heteroaromatic compound"", ""Azacycle"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Organopnictogen compound"", ""Hydrocarbon derivative"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Aromatic heteropolycyclic compound""]"
Q10034622-3,NotAvailable,"External_descriptors: [[""source: CHEBI"", ""source_id: CHEBI:64044"", ""annotation: [\""isoquinolinol\""]""]]"
Q10034622-3,NotAvailable,"Ancestors: [""1-hydroxy-2-unsubstituted benzenoids"", ""1-hydroxy-4-unsubstituted benzenoids"", ""Azacyclic compounds"", ""Benzenoids"", ""Chemical entities"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Hydroxypyridines"", ""Isoquinolines and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Phenols"", ""Pyridines and derivatives""]"
Q10034622-3,NotAvailable,"predicted_chebi_terms: [""hydroxypyridine (CHEBI:24745)"", ""phenols (CHEBI:33853)"", ""organic aromatic compound (CHEBI:33659)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organooxygen compound (CHEBI:36963)"", ""organonitrogen compound (CHEBI:35352)"", ""organic molecule (CHEBI:72695)"", ""isoquinolines (CHEBI:24922)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""pyridines (CHEBI:26421)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""oxygen molecular entity (CHEBI:25806)"", ""nitrogen molecular entity (CHEBI:51143)""]"
Q10034622-3,NotAvailable,predicted_lipidmaps_terms: []
Q10034622-3,NotAvailable,Classification_version: 2.1
Q10034622-4,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034622-4,CHEMONTID:0002448,Superclass: Benzenoids
Q10034622-4,CHEMONTID:0002279,Class: Benzene and substituted derivatives
Q10034622-4,CHEMONTID:0000186,Subclass: Phenethylamines
Q10034622-4,CHEMONTID:0000186,Direct_parent: Phenethylamines
Q10034622-4,CHEMONTID:0004233,alternative_parents: Benzenesulfonyl compounds
Q10034622-4,CHEMONTID:0004253,alternative_parents: 2-arylethylamines
Q10034622-4,CHEMONTID:0003899,alternative_parents: Aralkylamines
Q10034622-4,CHEMONTID:0001157,alternative_parents: Sulfonyls
Q10034622-4,CHEMONTID:0001043,alternative_parents: Sulfonyl fluorides
Q10034622-4,CHEMONTID:0000270,alternative_parents: Organosulfonic acids and derivatives
Q10034622-4,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034622-4,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034622-4,CHEMONTID:0000469,alternative_parents: Monoalkylamines
Q10034622-4,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034622-4,NotAvailable,mMlecular_framework: Aromatic homomonocyclic compounds
Q10034622-4,NotAvailable,"Substituents: [""Phenethylamine"", ""Benzenesulfonyl group"", ""2-arylethylamine"", ""Aralkylamine"", ""Organic sulfonic acid or derivatives"", ""Organosulfonic acid or derivatives"", ""Sulfonyl fluoride"", ""Sulfonyl halide"", ""Sulfonyl"", ""Organonitrogen compound"", ""Primary aliphatic amine"", ""Organopnictogen compound"", ""Primary amine"", ""Organic nitrogen compound"", ""Organosulfur compound"", ""Organic oxide"", ""Hydrocarbon derivative"", ""Organic oxygen compound"", ""Amine"", ""Aromatic homomonocyclic compound""]"
Q10034622-4,NotAvailable,External_descriptors: []
Q10034622-4,NotAvailable,"Ancestors: [""2-arylethylamines"", ""Amines"", ""Aralkylamines"", ""Benzene and substituted derivatives"", ""Benzenesulfonyl compounds"", ""Benzenoids"", ""Chemical entities"", ""Hydrocarbon derivatives"", ""Monoalkylamines"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organic sulfonic acids and derivatives"", ""Organohalogen compounds"", ""Organonitrogen compounds"", ""Organopnictogen compounds"", ""Organosulfonic acids and derivatives"", ""Organosulfur compounds"", ""Phenethylamines"", ""Primary amines"", ""Sulfonyl fluorides"", ""Sulfonyl halides"", ""Sulfonyls""]"
Q10034622-4,NotAvailable,"predicted_chebi_terms: [""benzenes (CHEBI:22712)"", ""organosulfur compound (CHEBI:33261)"", ""2-arylethylamine (CHEBI:55436)"", ""aralkylamine (CHEBI:18000)"", ""sulfone (CHEBI:35850)"", ""sulfonic acid derivative (CHEBI:33552)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""alkylamine (CHEBI:13759)"", ""organic molecule (CHEBI:72695)"", ""primary amine (CHEBI:32877)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""organohalogen compound (CHEBI:36684)"", ""organooxygen compound (CHEBI:36963)"", ""oxygen molecular entity (CHEBI:25806)""]"
Q10034622-4,NotAvailable,predicted_lipidmaps_terms: []
Q10034622-4,NotAvailable,Classification_version: 2.1
Q10034622-5,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034622-5,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034622-5,CHEMONTID:0000211,Class: Indoles and derivatives
Q10034622-5,CHEMONTID:0001213,Subclass: Pyridoindoles
Q10034622-5,CHEMONTID:0001914,Direct_parent: Beta carbolines
Q10034622-5,CHEMONTID:0001322,alternative_parents: Pyridinecarboxylic acids and derivatives
Q10034622-5,CHEMONTID:0002497,alternative_parents: Indoles
Q10034622-5,CHEMONTID:0004817,alternative_parents: 2-heteroaryl carboxamides
Q10034622-5,CHEMONTID:0002448,alternative_parents: Benzenoids
Q10034622-5,CHEMONTID:0000090,alternative_parents: Pyrroles
Q10034622-5,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034622-5,CHEMONTID:0001663,alternative_parents: Secondary carboxylic acid amides
Q10034622-5,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034622-5,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034622-5,CHEMONTID:0000323,alternative_parents: Organooxygen compounds
Q10034622-5,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034622-5,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034622-5,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034622-5,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034622-5,NotAvailable,"Substituents: [""Beta-carboline"", ""Indole"", ""Pyridine carboxylic acid or derivatives"", ""2-heteroaryl carboxamide"", ""Benzenoid"", ""Pyridine"", ""Heteroaromatic compound"", ""Pyrrole"", ""Carboxamide group"", ""Secondary carboxylic acid amide"", ""Carboxylic acid derivative"", ""Azacycle"", ""Organic nitrogen compound"", ""Hydrocarbon derivative"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic oxide"", ""Organopnictogen compound"", ""Organic oxygen compound"", ""Aromatic heteropolycyclic compound""]"
Q10034622-5,NotAvailable,External_descriptors: []
Q10034622-5,NotAvailable,"Ancestors: [""2-heteroaryl carboxamides"", ""Azacyclic compounds"", ""Benzenoids"", ""Beta carbolines"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Indoles"", ""Indoles and derivatives"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Pyridinecarboxylic acids and derivatives"", ""Pyridines and derivatives"", ""Pyridoindoles"", ""Pyrroles"", ""Secondary carboxylic acid amides""]"
Q10034622-5,NotAvailable,"predicted_chebi_terms: [""aromatic carboxylic acid (CHEBI:33859)"", ""pyridinemonocarboxylic acid (CHEBI:26420)"", ""indoles (CHEBI:24828)"", ""organic aromatic compound (CHEBI:33659)"", ""carboxamide (CHEBI:37622)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""pyrroles (CHEBI:26455)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organooxygen compound (CHEBI:36963)"", ""organonitrogen compound (CHEBI:35352)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""beta-carbolines (CHEBI:60834)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""pyridines (CHEBI:26421)"", ""amide (CHEBI:32988)"", ""oxygen molecular entity (CHEBI:25806)"", ""nitrogen molecular entity (CHEBI:51143)"", ""pyridoindole (CHEBI:48888)""]"
Q10034622-5,NotAvailable,predicted_lipidmaps_terms: []
Q10034622-5,NotAvailable,Classification_version: 2.1
Q10034622-6,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034622-6,CHEMONTID:0004707,Superclass: Organic nitrogen compounds
Q10034622-6,CHEMONTID:0000278,Class: Organonitrogen compounds
Q10034622-6,CHEMONTID:0002449,Subclass: Amines
Q10034622-6,CHEMONTID:0003899,Direct_parent: Aralkylamines
Q10034622-6,CHEMONTID:0002279,alternative_parents: Benzene and substituted derivatives
Q10034622-6,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034622-6,CHEMONTID:0000469,alternative_parents: Monoalkylamines
Q10034622-6,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034622-6,NotAvailable,mMlecular_framework: Aromatic homomonocyclic compounds
Q10034622-6,NotAvailable,"Substituents: [""Aralkylamine"", ""Benzenoid"", ""Monocyclic benzene moiety"", ""Organopnictogen compound"", ""Hydrocarbon derivative"", ""Primary amine"", ""Primary aliphatic amine"", ""Aromatic homomonocyclic compound""]"
Q10034622-6,NotAvailable,External_descriptors: []
Q10034622-6,NotAvailable,"Ancestors: [""Amines"", ""Aralkylamines"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Chemical entities"", ""Hydrocarbon derivatives"", ""Monoalkylamines"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organonitrogen compounds"", ""Organopnictogen compounds"", ""Primary amines""]"
Q10034622-6,NotAvailable,"predicted_chebi_terms: [""benzenes (CHEBI:22712)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""alkylamine (CHEBI:13759)"", ""organic molecule (CHEBI:72695)"", ""aralkylamine (CHEBI:18000)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""primary amine (CHEBI:32877)""]"
Q10034622-6,NotAvailable,predicted_lipidmaps_terms: []
Q10034622-6,NotAvailable,Classification_version: 2.1
Q10034622-7,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034622-7,CHEMONTID:0000264,Superclass: Organic acids and derivatives
Q10034622-7,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
Q10034622-7,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
Q10034622-7,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
Q10034622-7,CHEMONTID:0000060,Direct_parent: Alpha amino acids and derivatives
Q10034622-7,CHEMONTID:0003031,alternative_parents: Pyrrolidine-2-ones
Q10034622-7,CHEMONTID:0000160,alternative_parents: Lactams
Q10034622-7,CHEMONTID:0000376,alternative_parents: Hydroxamic acids
Q10034622-7,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034622-7,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034622-7,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034622-7,CHEMONTID:0000469,alternative_parents: Monoalkylamines
Q10034622-7,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034622-7,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
Q10034622-7,NotAvailable,mMlecular_framework: Aliphatic heteromonocyclic compounds
Q10034622-7,NotAvailable,"Substituents: [""Alpha-amino acid or derivatives"", ""Pyrrolidone"", ""2-pyrrolidone"", ""Pyrrolidine"", ""Hydroxamic acid"", ""Lactam"", ""Organoheterocyclic compound"", ""Azacycle"", ""Organic oxide"", ""Organopnictogen compound"", ""Organic oxygen compound"", ""Primary amine"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Primary aliphatic amine"", ""Organic nitrogen compound"", ""Carbonyl group"", ""Amine"", ""Hydrocarbon derivative"", ""Aliphatic heteromonocyclic compound""]"
Q10034622-7,NotAvailable,External_descriptors: []
Q10034622-7,NotAvailable,"Ancestors: [""Alpha amino acids and derivatives"", ""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Azacyclic compounds"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Hydrocarbon derivatives"", ""Hydroxamic acids"", ""Lactams"", ""Monoalkylamines"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Primary amines"", ""Primary carboxylic acid amides"", ""Pyrrolidine-2-ones"", ""Pyrrolidines"", ""Pyrrolidones""]"
Q10034622-7,NotAvailable,"predicted_chebi_terms: [""pyrrolidin-2-ones (CHEBI:74223)"", ""lactam (CHEBI:24995)"", ""hydroxamic acid (CHEBI:24650)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""alkylamine (CHEBI:13759)"", ""organic molecule (CHEBI:72695)"", ""carbonyl compound (CHEBI:36586)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""pyrrolidines (CHEBI:38260)"", ""pyrrolidinone (CHEBI:38275)"", ""amide (CHEBI:32988)"", ""carboxamide (CHEBI:37622)"", ""oxygen molecular entity (CHEBI:25806)"", ""nitrogen molecular entity (CHEBI:51143)"", ""amine (CHEBI:32952)"", ""primary amine (CHEBI:32877)"", ""amino acid (CHEBI:33709)"", ""peptide (CHEBI:16670)""]"
Q10034622-7,NotAvailable,predicted_lipidmaps_terms: []
Q10034622-7,NotAvailable,Classification_version: 2.1
Q10034622-8,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034622-8,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034622-8,CHEMONTID:0004788,Class: Diazanaphthalenes
Q10034622-8,CHEMONTID:0004789,Subclass: Benzodiazines
Q10034622-8,CHEMONTID:0000485,Intermediate_nodes: Quinazolines
Q10034622-8,CHEMONTID:0002314,Direct_parent: Quinazolinamines
Q10034622-8,CHEMONTID:0000138,alternative_parents: Anisoles
Q10034622-8,CHEMONTID:0000284,alternative_parents: Aniline and substituted anilines
Q10034622-8,CHEMONTID:0001098,alternative_parents: Bromobenzenes
Q10034622-8,CHEMONTID:0001262,alternative_parents: Aminopyrimidines and derivatives
Q10034622-8,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
Q10034622-8,CHEMONTID:0003886,alternative_parents: Imidolactams
Q10034622-8,CHEMONTID:0001029,alternative_parents: Aryl bromides
Q10034622-8,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034622-8,CHEMONTID:0002451,alternative_parents: Secondary amines
Q10034622-8,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034622-8,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034622-8,CHEMONTID:0001515,alternative_parents: Organobromides
Q10034622-8,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034622-8,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034622-8,NotAvailable,"Substituents: [""Quinazolinamine"", ""Anisole"", ""Aniline or substituted anilines"", ""Alkyl aryl ether"", ""Aminopyrimidine"", ""Bromobenzene"", ""Halobenzene"", ""Aryl bromide"", ""Aryl halide"", ""Monocyclic benzene moiety"", ""Pyrimidine"", ""Benzenoid"", ""Imidolactam"", ""Heteroaromatic compound"", ""Ether"", ""Azacycle"", ""Secondary amine"", ""Organonitrogen compound"", ""Organobromide"", ""Organohalogen compound"", ""Hydrocarbon derivative"", ""Organic oxygen compound"", ""Amine"", ""Organooxygen compound"", ""Organopnictogen compound"", ""Organic nitrogen compound"", ""Aromatic heteropolycyclic compound""]"
Q10034622-8,NotAvailable,External_descriptors: []
Q10034622-8,NotAvailable,"Ancestors: [""Alkyl aryl ethers"", ""Amines"", ""Aminopyrimidines and derivatives"", ""Aniline and substituted anilines"", ""Anisoles"", ""Aryl bromides"", ""Aryl halides"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzodiazines"", ""Bromobenzenes"", ""Chemical entities"", ""Diazanaphthalenes"", ""Diazines"", ""Ethers"", ""Halobenzenes"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Imidolactams"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxygen compounds"", ""Organobromides"", ""Organohalogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Phenol ethers"", ""Pyrimidines and pyrimidine derivatives"", ""Quinazolinamines"", ""Quinazolines"", ""Secondary amines""]"
Q10034622-8,NotAvailable,"predicted_chebi_terms: [""methoxybenzene (CHEBI:51683)"", ""anilines (CHEBI:22562)"", ""organobromine compound (CHEBI:37141)"", ""aminopyrimidine (CHEBI:38338)"", ""aromatic ether (CHEBI:35618)"", ""heterocyclic compound (CHEBI:5686)"", ""dicarboximide (CHEBI:35356)"", ""organic aromatic compound (CHEBI:33659)"", ""secondary amine (CHEBI:32863)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic molecule (CHEBI:72695)"", ""quinazolines (CHEBI:38530)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""organohalogen compound (CHEBI:36684)"", ""organic heterocyclic compound (CHEBI:24532)"", ""diazines (CHEBI:38313)"", ""pyrimidines (CHEBI:39447)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""ether (CHEBI:25698)"", ""haloarene (CHEBI:50887)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""azaarene (CHEBI:50893)""]"
Q10034622-8,NotAvailable,predicted_lipidmaps_terms: []
Q10034622-8,NotAvailable,Classification_version: 2.1
Q10034622-9,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034622-9,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034622-9,CHEMONTID:0000315,Class: Benzotriazoles
