CompoundID,ChemOntID,ClassifiedResults
Q10034625-1,NotAvailable,"Ancestors: [""Allylamines"", ""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Azacyclic compounds"", ""Barbituric acid derivatives"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Carbonyl compounds"", ""Carboxylic acid derivatives"", ""Carboxylic acid imides"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Diazinanes"", ""Diazines"", ""Dicarboximides"", ""Enamines"", ""Hydrocarbon derivatives"", ""Monoalkylamines"", ""N-acyl ureas"", ""Organic acids and derivatives"", ""Organic carbonic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Primary amines"", ""Pyrimidines and pyrimidine derivatives"", ""Pyrimidones"", ""Ureas"", ""Ureides"", ""Vinylogous amides""]"
Q10034625-1,NotAvailable,"predicted_chebi_terms: [""N-acylurea (CHEBI:74266)"", ""organic heterocyclic compound (CHEBI:24532)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""benzenes (CHEBI:22712)"", ""enone (CHEBI:51689)"", ""enamine (CHEBI:47989)"", ""dicarboximide (CHEBI:35356)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""amine (CHEBI:32952)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""alkylamine (CHEBI:13759)"", ""organic molecule (CHEBI:72695)"", ""carbonyl compound (CHEBI:36586)"", ""barbiturates (CHEBI:22693)"", ""chemical entity (CHEBI:24431)"", ""ureas (CHEBI:47857)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""amino acid (CHEBI:33709)"", ""peptide (CHEBI:16670)"", ""nitrogen molecular entity (CHEBI:51143)"", ""oxygen molecular entity (CHEBI:25806)"", ""primary amine (CHEBI:32877)"", ""diazines (CHEBI:38313)"", ""pyrimidines (CHEBI:39447)"", ""pyrimidone (CHEBI:38337)""]"
Q10034625-1,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-1,NotAvailable,Classification_version: 2.1
Q10034625-2,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-2,CHEMONTID:0002448,Superclass: Benzenoids
Q10034625-2,CHEMONTID:0002279,Class: Benzene and substituted derivatives
Q10034625-2,CHEMONTID:0000036,Subclass: Nitrobenzenes
Q10034625-2,CHEMONTID:0000036,Direct_parent: Nitrobenzenes
Q10034625-2,CHEMONTID:0000037,alternative_parents: Styrenes
Q10034625-2,CHEMONTID:0004612,alternative_parents: Nitroaromatic compounds
Q10034625-2,CHEMONTID:0000089,alternative_parents: Pyridines and derivatives
Q10034625-2,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034625-2,CHEMONTID:0003633,"alternative_parents: Propargyl-type 1,3-dipolar organic compounds"
Q10034625-2,CHEMONTID:0001508,alternative_parents: Organic oxoazanium compounds
Q10034625-2,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034625-2,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034625-2,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034625-2,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-2,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-2,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034625-2,NotAvailable,"Substituents: [""Nitrobenzene"", ""Nitroaromatic compound"", ""Styrene"", ""Pyridine"", ""Heteroaromatic compound"", ""C-nitro compound"", ""Organic nitro compound"", ""Organic oxoazanium"", ""Allyl-type 1,3-dipolar organic compound"", ""Propargyl-type 1,3-dipolar organic compound"", ""Organic 1,3-dipolar compound"", ""Organoheterocyclic compound"", ""Azacycle"", ""Organic oxide"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Organonitrogen compound"", ""Hydrocarbon derivative"", ""Organopnictogen compound"", ""Aromatic heteromonocyclic compound""]"
Q10034625-2,NotAvailable,External_descriptors: []
Q10034625-2,NotAvailable,"Ancestors: [""Allyl-type 1,3-dipolar organic compounds"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""C-nitro compounds"", ""Chemical entities"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Nitroaromatic compounds"", ""Nitrobenzenes"", ""Organic 1,3-dipolar compounds"", ""Organic compounds"", ""Organic nitro compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxoazanium compounds"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organopnictogen compounds"", ""Propargyl-type 1,3-dipolar organic compounds"", ""Pyridines and derivatives"", ""Styrenes""]"
Q10034625-2,NotAvailable,"predicted_chebi_terms: [""styrenes (CHEBI:26799)"", ""aromatic compound (CHEBI:33655)"", ""pyridines (CHEBI:26421)"", ""organic aromatic compound (CHEBI:33659)"", ""dipolar compound (CHEBI:51151)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organooxygen compound (CHEBI:36963)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""nitrobenzenes (CHEBI:48109)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""nitro compound (CHEBI:35715)"", ""organic heterocyclic compound (CHEBI:24532)"", ""oxygen molecular entity (CHEBI:25806)""]"
Q10034625-2,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-2,NotAvailable,Classification_version: 2.1
Q10034625-3,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-3,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034625-3,CHEMONTID:0000211,Class: Indoles and derivatives
Q10034625-3,CHEMONTID:0000210,Subclass: Carbazoles
Q10034625-3,CHEMONTID:0000210,Direct_parent: Carbazoles
Q10034625-3,CHEMONTID:0002829,"alternative_parents: Pyrrolo[4,3,2-de]quinolines"
Q10034625-3,CHEMONTID:0002414,alternative_parents: Pyridinecarboxylic acids
Q10034625-3,CHEMONTID:0002497,alternative_parents: Indoles
Q10034625-3,CHEMONTID:0004152,alternative_parents: Methylpyridines
Q10034625-3,CHEMONTID:0002448,alternative_parents: Benzenoids
Q10034625-3,CHEMONTID:0000090,alternative_parents: Pyrroles
Q10034625-3,CHEMONTID:0003416,alternative_parents: Methyl esters
Q10034625-3,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034625-3,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034625-3,CHEMONTID:0000323,alternative_parents: Organooxygen compounds
Q10034625-3,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034625-3,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-3,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-3,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034625-3,NotAvailable,"Substituents: [""Carbazole"", ""Pyrroloquinoline"", ""Pyrrolo[4,3,2-de]quinoline"", ""Quinoline"", ""Indole"", ""Pyridine carboxylic acid"", ""Pyridine carboxylic acid or derivatives"", ""Methylpyridine"", ""Benzenoid"", ""Pyridine"", ""Heteroaromatic compound"", ""Methyl ester"", ""Pyrrole"", ""Carboxylic acid ester"", ""Carboxylic acid derivative"", ""Azacycle"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic oxide"", ""Organic oxygen compound"", ""Hydrocarbon derivative"", ""Organic nitrogen compound"", ""Aromatic heteropolycyclic compound""]"
Q10034625-3,NotAvailable,External_descriptors: []
Q10034625-3,NotAvailable,"Ancestors: [""Azacyclic compounds"", ""Benzenoids"", ""Carbazoles"", ""Carboxylic acid derivatives"", ""Carboxylic acid esters"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Indoles"", ""Indoles and derivatives"", ""Methyl esters"", ""Methylpyridines"", ""Monocarboxylic acids and derivatives"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Pyridinecarboxylic acids"", ""Pyridinecarboxylic acids and derivatives"", ""Pyridines and derivatives"", ""Pyrroles"", ""Pyrrolo[4,3,2-de]quinolines"", ""Pyrroloquinolines"", ""Quinolines and derivatives""]"
Q10034625-3,NotAvailable,"predicted_chebi_terms: [""pyrroloquinoline (CHEBI:50918)"", ""pyridines (CHEBI:26421)"", ""aromatic carboxylic acid (CHEBI:33859)"", ""indoles (CHEBI:24828)"", ""methylpyridines (CHEBI:25340)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""pyrroles (CHEBI:26455)"", ""carboxylic ester (CHEBI:33308)"", ""organic aromatic compound (CHEBI:33659)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organooxygen compound (CHEBI:36963)"", ""organonitrogen compound (CHEBI:35352)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""carbazoles (CHEBI:48513)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""quinolines (CHEBI:26513)"", ""pyridinemonocarboxylic acid (CHEBI:26420)"", ""organic acid (CHEBI:64709)"", ""carboxylic acid (CHEBI:33575)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)"", ""nitrogen molecular entity (CHEBI:51143)""]"
Q10034625-3,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-3,NotAvailable,Classification_version: 2.1
Q10034625-4,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-4,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034625-4,CHEMONTID:0000309,Class: Benzothiazines
Q10034625-4,CHEMONTID:0000309,Direct_parent: Benzothiazines
Q10034625-4,CHEMONTID:0000036,alternative_parents: Nitrobenzenes
Q10034625-4,CHEMONTID:0004612,alternative_parents: Nitroaromatic compounds
Q10034625-4,CHEMONTID:0004631,alternative_parents: Aryl thioethers
Q10034625-4,CHEMONTID:0002458,alternative_parents: Secondary alkylarylamines
Q10034625-4,CHEMONTID:0001349,"alternative_parents: 1,4-thiazines"
Q10034625-4,CHEMONTID:0003633,"alternative_parents: Propargyl-type 1,3-dipolar organic compounds"
Q10034625-4,CHEMONTID:0001508,alternative_parents: Organic oxoazanium compounds
Q10034625-4,CHEMONTID:0000470,alternative_parents: Enamines
Q10034625-4,CHEMONTID:0003034,alternative_parents: C-nitroso compounds
Q10034625-4,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034625-4,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034625-4,CHEMONTID:0003610,alternative_parents: Organic zwitterions
Q10034625-4,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-4,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-4,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034625-4,NotAvailable,"Substituents: [""Benzothiazine"", ""Nitrobenzene"", ""Aryl thioether"", ""Nitroaromatic compound"", ""Secondary aliphatic/aromatic amine"", ""Para-thiazine"", ""Monocyclic benzene moiety"", ""Benzenoid"", ""C-nitro compound"", ""Organic nitro compound"", ""Organic 1,3-dipolar compound"", ""Propargyl-type 1,3-dipolar organic compound"", ""Allyl-type 1,3-dipolar organic compound"", ""Azacycle"", ""C-nitroso compound"", ""Secondary amine"", ""Enamine"", ""Organic nitroso compound"", ""Organic oxoazanium"", ""Hydrocarbon derivative"", ""Organopnictogen compound"", ""Organonitrogen compound"", ""Organic oxide"", ""Organic zwitterion"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Amine"", ""Aromatic heteropolycyclic compound""]"
Q10034625-4,NotAvailable,External_descriptors: []
Q10034625-4,NotAvailable,"Ancestors: [""1,4-thiazines"", ""Allyl-type 1,3-dipolar organic compounds"", ""Amines"", ""Aryl thioethers"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzothiazines"", ""C-nitro compounds"", ""C-nitroso compounds"", ""Chemical entities"", ""Enamines"", ""Hydrocarbon derivatives"", ""Nitroaromatic compounds"", ""Nitrobenzenes"", ""Organic 1,3-dipolar compounds"", ""Organic compounds"", ""Organic nitro compounds"", ""Organic nitrogen compounds"", ""Organic nitroso compounds"", ""Organic oxides"", ""Organic oxoazanium compounds"", ""Organic oxygen compounds"", ""Organic zwitterions"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organopnictogen compounds"", ""Organosulfur compounds"", ""Propargyl-type 1,3-dipolar organic compounds"", ""Secondary alkylarylamines"", ""Secondary amines"", ""Thiazines"", ""Thioethers""]"
Q10034625-4,NotAvailable,"predicted_chebi_terms: [""nitrobenzenes (CHEBI:48109)"", ""aromatic compound (CHEBI:33655)"", ""aryl sulfide (CHEBI:35683)"", ""secondary amine (CHEBI:32863)"", ""1,4-thiazine (CHEBI:46976)"", ""dipolar compound (CHEBI:51151)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organooxygen compound (CHEBI:36963)"", ""enamine (CHEBI:47989)"", ""nitroso compound (CHEBI:35800)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""zwitterion (CHEBI:27369)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""benzothiazine (CHEBI:46899)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""nitro compound (CHEBI:35715)"", ""organosulfur compound (CHEBI:33261)"", ""organic sulfide (CHEBI:16385)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""organic heterocyclic compound (CHEBI:24532)"", ""thiazine (CHEBI:38326)"", ""oxygen molecular entity (CHEBI:25806)""]"
Q10034625-4,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-4,NotAvailable,Classification_version: 2.1
Q10034625-5,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-5,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034625-5,CHEMONTID:0000211,Class: Indoles and derivatives
Q10034625-5,CHEMONTID:0002497,Subclass: Indoles
Q10034625-5,CHEMONTID:0002497,Direct_parent: Indoles
Q10034625-5,CHEMONTID:0002257,alternative_parents: Substituted pyrroles
Q10034625-5,CHEMONTID:0002448,alternative_parents: Benzenoids
Q10034625-5,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034625-5,CHEMONTID:0004117,alternative_parents: C-nitro compounds
Q10034625-5,CHEMONTID:0003633,"alternative_parents: Propargyl-type 1,3-dipolar organic compounds"
Q10034625-5,CHEMONTID:0001508,alternative_parents: Organic oxoazanium compounds
Q10034625-5,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034625-5,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034625-5,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034625-5,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-5,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-5,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034625-5,NotAvailable,"Substituents: [""Indole"", ""Substituted pyrrole"", ""Benzenoid"", ""Pyrrole"", ""Heteroaromatic compound"", ""C-nitro compound"", ""Organic nitro compound"", ""Organic oxoazanium"", ""Allyl-type 1,3-dipolar organic compound"", ""Propargyl-type 1,3-dipolar organic compound"", ""Organic 1,3-dipolar compound"", ""Azacycle"", ""Organic oxide"", ""Organopnictogen compound"", ""Hydrocarbon derivative"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Organonitrogen compound"", ""Aromatic heteropolycyclic compound""]"
Q10034625-5,NotAvailable,External_descriptors: []
Q10034625-5,NotAvailable,"Ancestors: [""Allyl-type 1,3-dipolar organic compounds"", ""Azacyclic compounds"", ""Benzenoids"", ""C-nitro compounds"", ""Chemical entities"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Indoles"", ""Indoles and derivatives"", ""Organic 1,3-dipolar compounds"", ""Organic compounds"", ""Organic nitro compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxoazanium compounds"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organopnictogen compounds"", ""Propargyl-type 1,3-dipolar organic compounds"", ""Pyrroles"", ""Substituted pyrroles""]"
Q10034625-5,NotAvailable,"predicted_chebi_terms: [""pyrroles (CHEBI:26455)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""organic aromatic compound (CHEBI:33659)"", ""dipolar compound (CHEBI:51151)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organooxygen compound (CHEBI:36963)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""indoles (CHEBI:24828)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""nitro compound (CHEBI:35715)"", ""oxygen molecular entity (CHEBI:25806)""]"
Q10034625-5,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-5,NotAvailable,Classification_version: 2.1
Q10034625-6,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-6,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034625-6,CHEMONTID:0000090,Class: Pyrroles
Q10034625-6,CHEMONTID:0002554,Subclass: Pyrrole carboxylic acids and derivatives
Q10034625-6,CHEMONTID:0002554,Direct_parent: Pyrrole carboxylic acids and derivatives
Q10034625-6,CHEMONTID:0000324,alternative_parents: Fatty acid esters
Q10034625-6,CHEMONTID:0002257,alternative_parents: Substituted pyrroles
Q10034625-6,CHEMONTID:0000346,alternative_parents: Dicarboxylic acids and derivatives
Q10034625-6,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034625-6,CHEMONTID:0003626,alternative_parents: Enoate esters
Q10034625-6,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034625-6,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034625-6,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034625-6,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-6,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-6,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
Q10034625-6,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034625-6,NotAvailable,"Substituents: [""Pyrrole-2-carboxylic acid or derivatives"", ""Fatty acid ester"", ""Dicarboxylic acid or derivatives"", ""Substituted pyrrole"", ""Fatty acyl"", ""Enoate ester"", ""Alpha,beta-unsaturated carboxylic ester"", ""Heteroaromatic compound"", ""Carboxylic acid ester"", ""Azacycle"", ""Carboxylic acid derivative"", ""Carbonyl group"", ""Organic oxide"", ""Organopnictogen compound"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Hydrocarbon derivative"", ""Aromatic heteromonocyclic compound""]"
Q10034625-6,NotAvailable,External_descriptors: []
Q10034625-6,NotAvailable,"Ancestors: [""Alpha,beta-unsaturated carboxylic esters"", ""Azacyclic compounds"", ""Carbonyl compounds"", ""Carboxylic acid derivatives"", ""Carboxylic acid esters"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Dicarboxylic acids and derivatives"", ""Enoate esters"", ""Fatty Acyls"", ""Fatty acid esters"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Lipids and lipid-like molecules"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Pyrrole carboxylic acids and derivatives"", ""Pyrroles"", ""Substituted pyrroles""]"
Q10034625-6,NotAvailable,"predicted_chebi_terms: [""fatty acid ester (CHEBI:35748)"", ""pyrroles (CHEBI:26455)"", ""dicarboxylic acid (CHEBI:35692)"", ""organic aromatic compound (CHEBI:33659)"", ""enoate ester (CHEBI:51702)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""carbonyl compound (CHEBI:36586)"", ""chemical entity (CHEBI:24431)"", ""lipid (CHEBI:18059)"", ""organooxygen compound (CHEBI:36963)"", ""organic heterocyclic compound (CHEBI:24532)"", ""carboxylic ester (CHEBI:33308)"", ""alpha,beta-unsaturated carboxylic ester (CHEBI:51737)"", ""nitrogen molecular entity (CHEBI:51143)"", ""oxygen molecular entity (CHEBI:25806)""]"
Q10034625-6,NotAvailable,"predicted_lipidmaps_terms: [""Fatty esters (FA07)"", ""Dicarboxylic acids (FA0117)"", ""Fatty Acyls (FA)""]"
Q10034625-6,NotAvailable,Classification_version: 2.1
Q10034625-7,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-7,CHEMONTID:0004603,Superclass: Organic oxygen compounds
Q10034625-7,CHEMONTID:0000323,Class: Organooxygen compounds
Q10034625-7,CHEMONTID:0001831,Subclass: Carbonyl compounds
Q10034625-7,CHEMONTID:0000118,Intermediate_nodes: Ketones
Q10034625-7,CHEMONTID:0003670,Intermediate_nodes: Aryl ketones
Q10034625-7,CHEMONTID:0003671,Direct_parent: Aryl alkyl ketones
Q10034625-7,CHEMONTID:0000481,alternative_parents: Pyranones and derivatives
Q10034625-7,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
Q10034625-7,CHEMONTID:0003891,alternative_parents: Vinylogous esters
Q10034625-7,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034625-7,CHEMONTID:0001661,alternative_parents: Secondary alcohols
Q10034625-7,CHEMONTID:0000050,alternative_parents: Lactones
Q10034625-7,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
Q10034625-7,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-7,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-7,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034625-7,NotAvailable,"Substituents: [""Aryl alkyl ketone"", ""Pyranone"", ""Alkyl aryl ether"", ""Pyran"", ""Heteroaromatic compound"", ""Vinylogous ester"", ""Secondary alcohol"", ""Lactone"", ""Oxacycle"", ""Organoheterocyclic compound"", ""Ether"", ""Organic oxide"", ""Hydrocarbon derivative"", ""Alcohol"", ""Aromatic heteropolycyclic compound""]"
Q10034625-7,NotAvailable,External_descriptors: []
Q10034625-7,NotAvailable,"Ancestors: [""Alcohols and polyols"", ""Alkyl aryl ethers"", ""Aryl alkyl ketones"", ""Aryl ketones"", ""Carbonyl compounds"", ""Chemical entities"", ""Ethers"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Ketones"", ""Lactones"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organooxygen compounds"", ""Oxacyclic compounds"", ""Pyranones and derivatives"", ""Pyrans"", ""Secondary alcohols"", ""Vinylogous esters""]"
Q10034625-7,NotAvailable,"predicted_chebi_terms: [""pyranone (CHEBI:37963)"", ""aromatic ether (CHEBI:35618)"", ""enone (CHEBI:51689)"", ""enol ether (CHEBI:47985)"", ""organic aromatic compound (CHEBI:33659)"", ""secondary alcohol (CHEBI:35681)"", ""lactone (CHEBI:25000)"", ""oxacycle (CHEBI:38104)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""aromatic ketone (CHEBI:76224)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""pyrans (CHEBI:26407)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)"", ""organooxygen compound (CHEBI:36963)"", ""ether (CHEBI:25698)"", ""polyol (CHEBI:26191)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)"", ""carbonyl compound (CHEBI:36586)"", ""ketone (CHEBI:17087)""]"
Q10034625-7,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-7,NotAvailable,Classification_version: 2.1
Q10034625-8,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-8,CHEMONTID:0000264,Superclass: Organic acids and derivatives
Q10034625-8,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
Q10034625-8,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
